   0.078378164	0.053188945	0.066741561
   0.078832894	0.050978936	0.068619805
   0.079841692	0.054047808	0.069273686
   0.082183847	0.05652651	0.071325175
   0.082311196	0.055106599	0.06944298
   0.080850505	0.04950348	0.060471568
   0.079283217	0.050998123	0.061432105
   0.080683272	0.054439506	0.065437317
   0.082893189	0.058477911	0.069219613
   0.080851964	0.05411643	0.066869906
   0.078292498	0.052506428	0.06821418
   0.077093159	0.052420263	0.072724622
   0.074065497	0.052088051	0.069960191
   0.075543563	0.053919308	0.067213606
   0.080121394	0.056848701	0.065707022
   0.084091997	0.056002751	0.064339575
   0.082842525	0.050636644	0.067117163
   0.07957519	0.051212808	0.066760144
   0.076525156	0.0554383	0.063701868
   0.078174544	0.053920188	0.063328039
   0.075984719	0.053416983	0.064729462
   0.073544473	0.054070325	0.066161886
   0.075410504	0.055407347	0.066120793
   0.077821112	0.0531387	0.065866826
   0.080052841	0.051915767	0.067925252
   0.080882392	0.052811988	0.071560775
   0.078143785	0.053813291	0.069196295
   0.078677604	0.054253159	0.067511031
   0.080993996	0.055514835	0.066987038
   0.080584349	0.055655345	0.065181123
   0.079747868	0.053756031	0.066127318
   0.077093347	0.052608082	0.06787175
   0.074621102	0.054239046	0.068231358
   0.075591123	0.05247943	0.068062734
   0.075768272	0.051553888	0.068546548
   0.074538005	0.053750213	0.06914314
   0.078046304	0.055977183	0.069075626
   0.079626346	0.05507404	0.068291777
   0.079498259	0.052148878	0.068332655
   0.079723335	0.055335654	0.069115785
   0.080730838	0.05630482	0.069294353
   0.080663139	0.055909785	0.068943859
   0.07637612	0.056543249	0.069298741
   0.077039303	0.057343764	0.070998639
   0.079851721	0.056529933	0.071897006
   0.079464453	0.055534247	0.072850966
   0.078560679	0.05816588	0.073446529
   0.079990929	0.059696844	0.073592411
   0.080230106	0.05972423	0.073569994
   0.081919391	0.060663648	0.073409988
   0.082682768	0.062183345	0.074803462
   0.082539793	0.06286426	0.076916774
   0.084962338	0.063600564	0.07593233
   0.085007237	0.06533079	0.078470371
   0.084197359	0.06708042	0.08190881
   0.084219655	0.068752937	0.082776814
   0.087360943	0.072019458	0.082754926
   0.089843962	0.074555991	0.084377159
   0.089948073	0.076239912	0.089487045
   0.091403454	0.077547894	0.090872469
   0.092860139	0.079152711	0.09198693
   0.0951591	0.080869521	0.09371292
   0.09921904	0.086000278	0.09712633
   0.100874543	0.08842895	0.099652267
   0.101740885	0.090810003	0.102214521
   0.104344548	0.094050511	0.10487453
   0.106391194	0.09901263	0.109074643
   0.108245853	0.102356346	0.112445738
   0.111624971	0.103166344	0.115014949
   0.115392493	0.107807649	0.11796324
   0.11696498	0.111415754	0.120949866
   0.11682864	0.113759575	0.124330964
   0.120305927	0.115479034	0.127155942
   0.123490975	0.118771096	0.130648242
   0.125596254	0.121953098	0.134859487
   0.127175642	0.125578853	0.136387596
   0.130370587	0.128784826	0.138854908
   0.132845987	0.130317539	0.141047871
   0.13452964	0.131390411	0.143343448
   0.135448892	0.133965118	0.144294898
   0.136204844	0.13649075	0.145225072
   0.136879358	0.137267113	0.148012268
   0.138435673	0.137939437	0.149466349
   0.139357901	0.138836009	0.150306764
   0.1395554	0.14016589	0.150303392
   0.141806235	0.140557148	0.150980065
   0.141168741	0.141405167	0.152796315
   0.140504358	0.142053684	0.153761071
   0.140578962	0.142328378	0.152301533
   0.141986817	0.142396012	0.154323787
   0.141934174	0.143301055	0.155631946
