P3_,P4_,P5_,P8_,P9_,P17_,P19_,P28_,P34_,P35_,P37_
0.001517058474452161,0.002643639492839555,0.0024786440291166955,0.00333795252581963,0.0034663310562143145,0.0025604448690759,0.0017421052600590967,0.004504166136043945,0.002325474384663736,0.004155452417256626,0.0022390940742495766
0.0015326681064631175,0.0027626438713861104,0.002297585726484687,0.0035001358888801107,0.0033577279049038047,0.0023735705900129024,0.0017543819737299367,0.004521118025480911,0.002170320964772787,0.004096611154205776,0.0022244976840331437
0.0016419239435110943,0.0028983530833618034,0.0021606982647395714,0.003606576529168995,0.003250335398640634,0.0022801920526728052,0.0019776738010871234,0.004512095912623954,0.002199041946065856,0.004271664116977767,0.00223191396824402
0.0014973235451971106,0.0029297367561560385,0.002235892538171777,0.0031179837213102333,0.003456019430391602,0.0027055369184110127,0.002044350760545208,0.00462460610874828,0.00249036279801393,0.004323310407078464,0.002562988141774564
0.0014816638267295418,0.0028047859045977537,0.0024178032036830696,0.003045040855971963,0.00355718180585011,0.0027469284932817185,0.002088295587677557,0.004489086300516784,0.0022802954299408853,0.0042234662990601616,0.002499225731737932
0.00150277244435256,0.002778526075065221,0.0023617893387557704,0.00310126146520635,0.003505193113588646,0.0025669891417216453,0.0020542485469147256,0.004471432116619255,0.0023018044742767704,0.00405326607470237,0.0023589168503001263
0.0014585993072101884,0.0029252147138702344,0.0021416804757980645,0.00307920748333552,0.0033998986974157017,0.002373563415892976,0.0020081055131046994,0.004610694488000272,0.002601446222291171,0.003969556988304401,0.002304632646436361
0.001371923796323388,0.0030744226332472644,0.002302770790007522,0.0029503946678068995,0.0034675075502352435,0.002347395607901955,0.002153268936548266,0.0044896031670529244,0.0022408387924681885,0.004188113621788561,0.0021418585017528927
0.0015061187787792768,0.002919981959073763,0.0023393790732866063,0.0030326301917945014,0.0036401808082640163,0.002309665268458958,0.0020681185111969397,0.00453214086432437,0.0021311690635635442,0.004212856759914018,0.0021544594068883694
0.001625047440997119,0.00278445638035697,0.002221029923123738,0.003130787626317909,0.003700225920262577,0.0023519725591321524,0.0020400733908212325,0.004619276770759407,0.0021364167084994504,0.004126965478053048,0.0022260969813899453
0.0015518075489121565,0.0028934271313765443,0.0020882876274323624,0.0031146664872011396,0.0035578221625742652,0.0025119266074851883,0.0022397244277959287,0.004614031186007717,0.0020268409452363382,0.004116177941513905,0.002234380259360181
