0.033541,0.02123,0.02128,0.02214
0.027028,0.015225,0.015169,0.015979
0.019166,0.0081008,0.0078443,0.0086482
0.013378,0.0036972,0.0033633,0.0039057
0.012899,0.0030915,0.0024842,0.0032967
0.015954,0.0043515,0.003517,0.0045553
0.020026,0.0060023,0.0049085,0.0063565
0.020152,0.0057043,0.0047108,0.0061927
0.017933,0.0040148,0.0032397,0.0044876
0.018966,0.0041322,0.0030283,0.0045592
0.018182,0.0039153,0.0025802,0.0046488
0.015012,0.00261,0.0015355,0.0029771
0.01637,0.0030462,0.0016468,0.0031388
0.016911,0.0032633,0.0013805,0.0031821
0.017798,0.00383,0.0014078,0.003536
0.01911,0.004621,0.0017588,0.004507
0.020126,0.0057582,0.002393,0.0055046
0.020425,0.0063285,0.0028355,0.0061075
0.02045,0.0066527,0.0030965,0.0066685
0.020769,0.0070457,0.0034085,0.0069592
0.020749,0.0070348,0.0035017,0.0070462
0.021048,0.0072342,0.0037043,0.0073687
0.020941,0.0071223,0.0034915,0.0070902
0.020861,0.0068032,0.0030688,0.0068177
0.021025,0.0066845,0.0028452,0.0064282
0.020972,0.006508,0.002648,0.0060778
0.021276,0.0066305,0.0027775,0.0062011
0.02182,0.0067513,0.0029345,0.0065505
0.021677,0.0062903,0.0024698,0.0062228
0.022127,0.006483,0.002637,0.0063413
0.02338,0.007307,0.003222,0.0071388
0.024396,0.007943,0.0037345,0.0077593
0.024565,0.0080085,0.003651,0.0075922
0.02524,0.0084238,0.0039193,0.007826
0.026268,0.009103,0.004523,0.0086218
0.026668,0.0094053,0.0047517,0.0089232
0.027469,0.010151,0.0054297,0.0096312
0.028144,0.010671,0.0058845,0.010037
0.028264,0.010656,0.005866,0.0099463
0.028608,0.010897,0.005961,0.0099486
0.029038,0.011151,0.0061745,0.01011
0.029233,0.011071,0.0061227,0.010051
0.029739,0.011436,0.006409,0.010389
0.030474,0.011862,0.0068238,0.010628
0.03058,0.011858,0.0066167,0.01049
0.031016,0.012047,0.0068135,0.010596
0.031554,0.012479,0.0071772,0.011006
0.032042,0.012775,0.0076123,0.011263
0.031533,0.012085,0.0068075,0.010366
0.031527,0.012136,0.0067135,0.010315
0.031708,0.012254,0.0068815,0.010375
0.031607,0.012109,0.0067077,0.010157
0.031534,0.012219,0.0067027,0.010185
0.03195,0.012622,0.007118,0.010564
0.032009,0.012565,0.0070472,0.010462
0.031932,0.012498,0.0070245,0.010272
