0.008627995	0.00703947	0.00728117	0.006701819	0.006785349	0.012222664	0.013385557
0.008636251	0.007066493	0.007314106	0.006701573	0.006803535	0.012248797	0.013426127
0.008645131	0.007102946	0.007343615	0.006700384	0.006828174	0.012273849	0.013463147
0.008654544	0.007143791	0.007372381	0.006696777	0.00685027	0.012299229	0.013493181
0.008666893	0.007175026	0.007401127	0.006695869	0.006867517	0.012325945	0.013518446
0.00868053	0.007196062	0.007428453	0.006693775	0.006877424	0.012358577	0.013535349
0.008694065	0.00720878	0.007456814	0.006690265	0.006883485	0.012395817	0.013548683
0.008708381	0.007211492	0.00748412	0.006686874	0.006890898	0.012433663	0.013563427
0.00872381	0.007213268	0.007507194	0.00668403	0.006901989	0.012470134	0.013576895
0.008735831	0.007216141	0.007525847	0.006682691	0.006916234	0.012505595	0.013589865
0.00874424	0.007220123	0.007542084	0.006682725	0.006933568	0.012539191	0.013608219
0.008750696	0.007230559	0.007557594	0.006681856	0.006956211	0.012570951	0.013633613
0.008754257	0.007244118	0.007571551	0.006680372	0.006983324	0.012601343	0.013660806
0.008755071	0.007253159	0.007584824	0.006677381	0.007006192	0.012628623	0.013687603
0.008754858	0.007255474	0.007601932	0.006672924	0.007020876	0.012657028	0.013714999
0.008750534	0.00725536	0.007622935	0.006666919	0.007031409	0.012688214	0.013739943
0.00874208	0.007261445	0.007647839	0.00666093	0.007041447	0.012721372	0.013762689
0.008734872	0.007272366	0.007671626	0.006655966	0.007054918	0.012755675	0.013787778
0.008732938	0.007297397	0.007693064	0.006653889	0.007077613	0.01278795	0.01381419
0.008733418	0.0073309	0.007712762	0.006656038	0.007104989	0.012819843	0.013844749
0.008738257	0.007365904	0.007733015	0.006661459	0.007132359	0.012850835	0.013882927
0.008745345	0.007401434	0.007755507	0.006670289	0.007158283	0.012881165	0.013927058
0.008752421	0.007432748	0.007780293	0.006681238	0.007179792	0.012911119	0.013973381
0.008762238	0.007452987	0.007807353	0.006692032	0.007195039	0.012938299	0.014019543
0.008772686	0.007462417	0.007836207	0.006702166	0.007206115	0.012961974	0.014065039
0.008783226	0.007465976	0.007867407	0.006712678	0.00721779	0.012982442	0.014105981
0.008796998	0.007468339	0.007899587	0.006721627	0.007233755	0.013002386	0.014141291
0.008813552	0.007468851	0.007928251	0.006729388	0.007254497	0.013021717	0.014175759
0.0088306	0.007469808	0.007952328	0.006732963	0.007281721	0.013038773	0.01421427
0.008846822	0.007471154	0.007967814	0.006733661	0.007313988	0.01305883	0.014258066
0.008861102	0.00747305	0.007976136	0.006733291	0.007346268	0.013083708	0.014307378
0.008867872	0.00747553	0.007981235	0.006736852	0.007375631	0.013117241	0.014366143
0.008868736	0.007474839	0.007985741	0.006744902	0.007403315	0.013161545	0.014433133
0.008868183	0.007470085	0.007988976	0.006754844	0.007430656	0.013215001	0.014505986
0.008870146	0.007464001	0.007991873	0.006766003	0.007454032	0.013270541	0.014580257
0.008881395	0.007463051	0.007998755	0.006778534	0.007470544	0.01332166	0.014649
0.008902105	0.007471236	0.008007413	0.006794116	0.007483903	0.013369722	0.014708473
0.008924479	0.007483949	0.008013994	0.0068131	0.007497953	0.013419374	0.014760761
0.008947513	0.007498858	0.008020754	0.006829866	0.007511019	0.013471421	0.014812003
0.00897147	0.00751978	0.00802595	0.006844191	0.007523786	0.01352773	0.014862805
0.008994166	0.007547947	0.008032116	0.006855941	0.007536084	0.013587958	0.014913856
0.009012502	0.00757707	0.008038517	0.006864329	0.007548985	0.01365285	0.01496667
0.009027919	0.007605446	0.008042613	0.006869604	0.007565688	0.013718662	0.015018784
0.00904306	0.007635525	0.008046361	0.006873071	0.007584782	0.013781347	0.015072728
0.009061625	0.007669122	0.008051756	0.00687774	0.00760483	0.013838822	0.015127949
0.009085623	0.007704121	0.008057561	0.006888688	0.007627298	0.013892095	0.015182761
0.009114097	0.007735103	0.008063172	0.006909544	0.007655743	0.013945408	0.015239278
0.009147218	0.007756358	0.0080724	0.00693738	0.007691379	0.014000532	0.015301517
0.009185966	0.007772055	0.008088307	0.006965458	0.007727538	0.014057073	0.015373031
0.009220671	0.007785501	0.008107238	0.006990054	0.007761286	0.014115761	0.015454465
0.009249428	0.007799379	0.008130166	0.007007479	0.007794182	0.014179851	0.015541374
0.009273513	0.007812031	0.008155011	0.007019482	0.007825215	0.014244781	0.015628069
0.009294801	0.007824682	0.008178905	0.007031474	0.007855685	0.014309719	0.015711681
0.00931589	0.007839947	0.008203497	0.007043494	0.007883489	0.014374273	0.01579255
0.009335612	0.007859737	0.008228965	0.007056053	0.007908021	0.01443978	0.015871918
0.009354424	0.007882409	0.008254007	0.007070934	0.007929162	0.014506426	0.015950172
0.009373544	0.007905877	0.008278321	0.007087429	0.007947077	0.014573531	0.016027933
0.009393679	0.007928929	0.008302316	0.007103475	0.007962023	0.01464023	0.016105738
0.009413305	0.007951589	0.008324618	0.007118767	0.00797292	0.01470588	0.016184096
0.009430121	0.007974735	0.00834508	0.007133888	0.007981628	0.014770611	0.01626371
0.009444989	0.007998228	0.008366493	0.007148897	0.007991508	0.014835339	0.016343744
0.009458624	0.008021577	0.008389444	0.007165612	0.008004636	0.014899213	0.016422478
0.009470847	0.008042896	0.00841168	0.007185915	0.008020816	0.014965423	0.016499246
0.009485803	0.008060843	0.008431773	0.007208486	0.008039793	0.015031771	0.016574807
0.009502087	0.008079109	0.008451118	0.007232506	0.008061212	0.01509649	0.016650676
0.009519907	0.00809773	0.008471388	0.007258127	0.008087188	0.01515975	0.016725632
0.009539892	0.008118289	0.008491661	0.007284028	0.008118222	0.015223779	0.016800359
0.009562056	0.008137798	0.008510779	0.007307862	0.008151884	0.015288509	0.016875665
0.009585776	0.008154675	0.008528647	0.007328915	0.008185103	0.015354456	0.016952916
0.009610656	0.008170179	0.008547189	0.007348455	0.008216014	0.015422244	0.017033121
0.009635685	0.008184373	0.008568611	0.007368403	0.008245575	0.015491378	0.017115479
0.00965977	0.008197256	0.008592174	0.007389321	0.008274219	0.015561737	0.017198766
0.00968477	0.008208663	0.008617427	0.007410982	0.008300663	0.01563398	0.017283138
0.00971306	0.008218052	0.008642418	0.007433458	0.008323181	0.01570643	0.0173702
0.009741643	0.008231585	0.008667801	0.007455614	0.00834377	0.015779138	0.017459495
0.009769398	0.008247576	0.008694844	0.007476095	0.008365924	0.015853202	0.017547929
0.009796926	0.008267678	0.008721102	0.00749383	0.008389359	0.015928199	0.017635266
0.009824394	0.008290766	0.008746623	0.007510221	0.008414245	0.016002364	0.01772026
0.009851022	0.008315409	0.008772646	0.007526508	0.008440462	0.016076026	0.01780336
0.009876775	0.008340264	0.008801012	0.007543167	0.008467296	0.016150163	0.017887298
0.009901957	0.008363606	0.008832318	0.007561136	0.008493616	0.016223579	0.017973545
0.009926342	0.008384917	0.008866646	0.007581247	0.008519591	0.016296198	0.018062379
0.009949945	0.008404295	0.00890392	0.007603427	0.008544208	0.016369742	0.018154373
0.009972734	0.008421578	0.008941522	0.007627516	0.008565392	0.016444801	0.018250236
0.009994364	0.008440263	0.008977807	0.007651775	0.008586022	0.016521698	0.018347651
0.010014616	0.008459667	0.009012336	0.007675133	0.008606295	0.016599542	0.018443127
0.01003477	0.008479391	0.009043747	0.007697533	0.008624635	0.016676339	0.01853753
0.010054992	0.008502125	0.00907361	0.007719938	0.0086443	0.016753423	0.018630815
0.010078501	0.008529822	0.009103425	0.007741654	0.008665162	0.016831127	0.018722737
0.010105305	0.008560769	0.009132346	0.007762997	0.008686178	0.016908862	0.018814736
0.010133515	0.008591196	0.009160828	0.007784699	0.008706276	0.01698678	0.018906287
0.010161596	0.008621246	0.009187541	0.007807303	0.008725344	0.017066028	0.018995793
0.010189085	0.008650757	0.009212064	0.007829737	0.008745186	0.017146741	0.019083607
0.010216682	0.008678391	0.009235086	0.007851287	0.008768403	0.017228264	0.019170458
0.010244522	0.008704362	0.009257766	0.007872834	0.008795645	0.017310066	0.019256348
0.010271165	0.008727648	0.009281521	0.007894811	0.008823476	0.017389989	0.019341427
